scheme_id,fiscal_year,revised_allocation_total,revised_allocation_fpa,estimated_expenditure,throw_forward,allocation_capital,allocation_revenue,allocation_total,allocation_fpa,financial_progress_pct_prior_year,financial_progress_pct_current_year
1882,2026-2027,20.000,0.000,59.960,20.040,20.040,0.000,20.040,0.000,75.0,100.0
1883,2026-2027,130.773,0.000,175.273,334.527,100.000,0.000,100.000,0.000,34.4,54.0
1884,2026-2027,87.395,0.000,112.542,87.218,70.000,0.000,70.000,0.000,56.3,91.4
1885,2026-2027,24.990,0.000,74.969,24.991,24.991,0.000,24.991,0.000,75.0,100.0
1886,2026-2027,24.977,0.000,74.931,24.976,24.976,0.000,24.976,0.000,75.0,100.0
1887,2026-2027,31.975,0.000,31.975,31.974,31.974,0.000,31.974,0.000,50.0,100.0
1888,2026-2027,45.713,0.000,51.176,45.712,45.712,0.000,45.712,0.000,52.8,100.0
1889,2026-2027,69.216,0.000,80.151,115.356,10.000,0.000,10.000,0.000,41.0,46.1
1890,2026-2027,39.627,0.000,45.089,39.627,39.627,0.000,39.627,0.000,53.2,100.0
1891,2026-2027,25.000,0.000,75.000,25.000,25.000,0.000,25.000,0.000,75.0,100.0
1892,2026-2027,83.065,0.000,83.065,83.065,10.000,0.000,10.000,0.000,50.0,56.0
1893,2026-2027,50.991,0.000,69.986,84.988,10.000,0.000,10.000,0.000,45.2,51.6
1894,2026-2027,39.375,0.000,54.375,179.753,10.000,0.000,10.000,0.000,23.2,27.5
1895,2026-2027,21.532,0.000,37.782,151.437,10.000,0.000,10.000,0.000,20.0,25.3
1896,2026-2027,111.718,0.000,139.209,92.602,10.000,0.000,10.000,0.000,60.1,64.4
1897,2026-2027,48.923,0.000,64.434,46.428,46.428,0.000,46.428,0.000,58.1,100.0
1898,2026-2027,73.572,0.000,85.053,76.084,10.000,0.000,10.000,0.000,52.8,59.0
1899,2026-2027,25.000,0.000,72.438,27.562,27.562,0.000,27.562,0.000,72.4,100.0
1900,2026-2027,30.000,0.000,90.000,30.000,30.000,0.000,30.000,0.000,75.0,100.0
1901,2026-2027,17.500,0.000,52.492,17.508,17.508,0.000,17.508,0.000,75.0,100.0
1902,2026-2027,12.500,0.000,37.497,12.503,12.503,0.000,12.503,0.000,75.0,100.0
1903,2026-2027,25.000,0.000,75.000,25.000,25.000,0.000,25.000,0.000,75.0,100.0
1904,2026-2027,25.000,0.000,74.995,25.005,25.005,0.000,25.005,0.000,75.0,100.0
1905,2026-2027,47.519,0.000,90.760,47.520,47.520,0.000,47.520,0.000,65.6,100.0
1906,2026-2027,57.188,0.000,103.841,57.188,17.577,0.000,17.577,0.000,64.5,75.4
1907,2026-2027,56.663,0.000,97.616,56.663,10.000,0.000,10.000,0.000,63.3,69.8
1908,2026-2027,31.683,0.000,47.057,31.683,31.683,0.000,31.683,0.000,59.8,100.0
1909,2026-2027,25.000,0.000,77.525,22.475,22.475,0.000,22.475,0.000,77.5,100.0
1910,2026-2027,33.750,0.000,33.750,371.240,10.000,0.000,10.000,0.000,8.3,10.8
1911,2026-2027,21.884,0.000,21.884,235.806,78.602,0.000,78.602,0.000,8.5,39.0
1912,2026-2027,18.126,0.000,18.126,194.394,10.000,0.000,10.000,0.000,8.5,13.2
1913,2026-2027,39.353,0.000,140.535,39.376,39.376,0.000,39.376,0.000,78.1,100.0
1914,2026-2027,16.386,0.000,72.579,27.306,27.306,0.000,27.306,0.000,72.7,100.0
1915,2026-2027,32.744,0.000,82.610,17.159,17.159,0.000,17.159,0.000,82.8,100.0
1916,2026-2027,43.688,0.000,93.598,6.230,6.230,0.000,6.230,0.000,93.8,100.0
1917,2026-2027,43.708,0.000,93.659,6.250,6.250,0.000,6.250,0.000,93.7,100.0
1918,2026-2027,76.943,0.000,76.943,92.913,10.000,0.000,10.000,0.000,45.3,51.2
1919,2026-2027,84.225,0.000,84.225,100.970,10.000,0.000,10.000,0.000,45.5,50.9
1920,2026-2027,84.221,0.000,84.221,100.965,10.000,0.000,10.000,0.000,45.5,50.9
1921,2026-2027,84.216,0.000,84.216,100.959,50.480,0.000,50.480,0.000,45.5,72.7
1922,2026-2027,90.054,0.000,90.054,107.428,10.000,0.000,10.000,0.000,45.6,50.7
1923,2026-2027,40.747,0.000,40.747,48.982,48.982,0.000,48.982,0.000,45.4,100.0
1924,2026-2027,40.750,0.000,40.750,48.987,48.987,0.000,48.987,0.000,45.4,100.0
1925,2026-2027,34.878,0.000,34.878,244.144,244.144,0.000,244.144,0.000,12.5,100.0
1926,2026-2027,58.982,0.000,58.982,73.085,10.000,0.000,10.000,0.000,44.7,52.2
1927,2026-2027,75.775,0.000,75.775,91.646,10.000,0.000,10.000,0.000,45.3,51.2
1928,2026-2027,90.258,0.000,90.258,107.654,107.654,0.000,107.654,0.000,45.6,100.0
1929,2026-2027,87.042,0.000,87.042,104.098,10.000,0.000,10.000,0.000,45.5,50.8
1930,2026-2027,89.736,0.000,89.736,107.077,53.539,0.000,53.539,0.000,45.6,72.8
1931,2026-2027,88.732,0.000,88.732,105.966,10.000,0.000,10.000,0.000,45.6,50.7
1932,2026-2027,57.526,0.000,57.526,71.475,10.000,0.000,10.000,0.000,44.6,52.3
1933,2026-2027,45.747,0.000,45.747,56.877,10.000,0.000,10.000,0.000,44.6,54.3
1934,2026-2027,58.495,0.000,58.495,72.546,10.000,0.000,10.000,0.000,44.6,52.3
1935,2026-2027,89.349,0.000,89.349,110.596,110.596,0.000,110.596,0.000,44.7,100.0
1936,2026-2027,20.356,0.000,20.356,110.251,10.000,0.000,10.000,0.000,15.6,23.2
1937,2026-2027,48.268,0.000,48.268,265.050,265.050,0.000,265.050,0.000,15.4,100.0
1938,2026-2027,34.302,0.000,34.302,42.649,42.649,0.000,42.649,0.000,44.6,100.0
1939,2026-2027,87.026,0.000,87.026,100.923,10.000,0.000,10.000,0.000,46.3,51.6
1940,2026-2027,40.713,0.000,40.713,48.946,48.946,0.000,48.946,0.000,45.4,100.0
1941,2026-2027,24.999,0.000,74.997,25.000,25.000,0.000,25.000,0.000,75.0,100.0
1942,2026-2027,14.992,0.000,44.962,15.007,15.007,0.000,15.007,0.000,75.0,100.0
1943,2026-2027,49.966,0.000,149.896,49.965,49.965,0.000,49.965,0.000,75.0,100.0
1944,2026-2027,24.981,0.000,74.937,24.986,24.986,0.000,24.986,0.000,75.0,100.0
1945,2026-2027,24.977,0.000,74.931,24.976,24.976,0.000,24.976,0.000,75.0,100.0
1946,2026-2027,19.526,0.000,30.461,69.512,10.000,0.000,10.000,0.000,30.5,40.5
1947,2026-2027,4298.000,1554.300,4667.879,28752.121,1676.440,0.000,1676.440,11580.900,14.0,19.0
1948,2026-2027,95.968,0.000,117.789,52.847,52.847,0.000,52.847,0.000,69.0,100.0
1949,2026-2027,10.313,0.000,10.313,137.687,10.000,0.000,10.000,0.000,7.0,13.7
1950,2026-2027,9.010,0.000,9.010,135.133,10.000,0.000,10.000,0.000,6.3,13.2
1951,2026-2027,5.555,0.000,5.555,83.275,10.000,0.000,10.000,0.000,6.3,17.5
1952,2026-2027,10.642,0.000,10.642,159.598,159.598,0.000,159.598,0.000,6.3,100.0
1953,2026-2027,5.625,0.000,5.625,39.375,39.375,0.000,39.375,0.000,12.5,100.0
1954,2026-2027,0.000,0.000,0.000,548.000,25.000,0.000,25.000,0.000,0.0,4.6
1955,2026-2027,744.000,0.000,744.000,0.500,0.001,0.000,0.001,0.000,99.9,99.9
1956,2026-2027,25.000,0.000,25.000,175.000,15.000,0.000,15.000,0.000,12.5,20.0
1957,2026-2027,525.126,0.000,525.126,525.124,262.562,0.000,262.562,0.000,50.0,75.0
1958,2026-2027,187.500,0.000,187.500,1311.497,1311.497,0.000,1311.497,0.000,12.5,100.0
1959,2026-2027,646.630,0.000,646.630,575.260,575.260,0.000,575.260,0.000,52.9,100.0
1960,2026-2027,600.000,0.000,600.000,690.297,336.515,0.000,336.515,0.000,46.5,72.6
1961,2026-2027,47.500,0.000,47.500,47.500,47.500,0.000,47.500,0.000,50.0,100.0
1962,2026-2027,0.000,0.000,0.000,54.329,15.000,0.000,15.000,0.000,0.0,27.6
1963,2026-2027,12.500,0.000,12.500,175.902,175.902,0.000,175.902,0.000,6.6,100.0
1964,2026-2027,1000.000,0.000,1000.000,1200.000,450.000,0.000,450.000,0.000,45.5,65.9
1965,2026-2027,600.000,0.000,600.000,720.000,336.517,0.000,336.517,0.000,45.5,70.9
1966,2026-2027,0.000,0.000,0.000,488.540,36.885,0.000,36.885,0.000,0.0,7.6
1967,2026-2027,625.000,0.000,625.000,4374.974,4374.974,0.000,4374.974,0.000,12.5,100.0
1968,2026-2027,0.000,0.000,0.000,194.000,100.000,0.000,100.000,0.000,0.0,51.5
1969,2026-2027,18.750,0.000,18.750,131.250,10.000,0.000,10.000,0.000,12.5,19.2
1970,2026-2027,37.500,0.000,37.500,258.671,233.483,0.000,233.483,0.000,12.7,91.5
1971,2026-2027,25.000,0.000,25.000,174.203,50.000,0.000,50.000,0.000,12.6,37.7
1972,2026-2027,30.000,0.000,30.000,30.000,30.000,0.000,30.000,0.000,50.0,100.0
1973,2026-2027,30.000,0.000,30.000,30.000,30.000,0.000,30.000,0.000,50.0,100.0
1974,2026-2027,40.000,0.000,40.000,40.000,40.000,0.000,40.000,0.000,50.0,100.0
1975,2026-2027,39.400,0.000,39.400,39.400,39.400,0.000,39.400,0.000,50.0,100.0
1976,2026-2027,85.000,0.000,85.000,85.000,85.000,0.000,85.000,0.000,50.0,100.0
1977,2026-2027,35.000,0.000,35.000,35.000,35.000,0.000,35.000,0.000,50.0,100.0
1978,2026-2027,30.000,0.000,30.000,30.000,30.000,0.000,30.000,0.000,50.0,100.0
1979,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
1980,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
1981,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
1982,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
1983,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
1984,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
1985,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
1986,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
1987,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
1988,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
1989,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
1990,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
1991,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
1992,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
1993,2026-2027,0.000,0.000,0.000,50.000,50.000,0.000,50.000,0.000,0.0,100.0
1994,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
1995,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
1996,2026-2027,12.500,0.000,12.500,37.500,37.500,0.000,37.500,0.000,25.0,100.0
1997,2026-2027,49.562,0.000,49.562,49.562,49.562,0.000,49.562,0.000,50.0,100.0
1998,2026-2027,0.000,0.000,0.000,190.000,190.000,0.000,190.000,0.000,0.0,100.0
1999,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
2000,2026-2027,0.000,0.000,0.000,60.000,60.000,0.000,60.000,0.000,0.0,100.0
2001,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2002,2026-2027,0.000,0.000,0.000,120.000,120.000,0.000,120.000,0.000,0.0,100.0
2003,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
2004,2026-2027,12.500,0.000,12.500,37.500,37.500,0.000,37.500,0.000,25.0,100.0
2005,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2006,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
2007,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
2008,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
2009,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
2010,2026-2027,30.000,0.000,30.000,30.000,30.000,0.000,30.000,0.000,50.0,100.0
2011,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2012,2026-2027,32.500,0.000,32.500,32.500,32.500,0.000,32.500,0.000,50.0,100.0
2013,2026-2027,35.000,0.000,35.000,35.000,35.000,0.000,35.000,0.000,50.0,100.0
2014,2026-2027,37.500,0.000,37.500,37.500,37.500,0.000,37.500,0.000,50.0,100.0
2015,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2016,2026-2027,40.000,0.000,40.000,40.000,40.000,0.000,40.000,0.000,50.0,100.0
2017,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
2018,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2019,2026-2027,75.000,0.000,75.000,75.000,75.000,0.000,75.000,0.000,50.0,100.0
2020,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2021,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
2022,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2023,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2024,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
2025,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
2026,2026-2027,49.515,0.000,49.515,49.515,49.515,0.000,49.515,0.000,50.0,100.0
2027,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
2028,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2029,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2030,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
2031,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
2032,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
2033,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
2034,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
2035,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
2036,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
2037,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
2038,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
2039,2026-2027,45.000,0.000,45.000,45.000,45.000,0.000,45.000,0.000,50.0,100.0
2040,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
2041,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2042,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2043,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2044,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
2045,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
2046,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2047,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2048,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2049,2026-2027,37.500,0.000,37.500,37.500,37.500,0.000,37.500,0.000,50.0,100.0
2050,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2051,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2052,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2053,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2054,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2055,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2056,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2057,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2058,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2059,2026-2027,12.500,0.000,12.500,37.500,37.500,0.000,37.500,0.000,25.0,100.0
2060,2026-2027,25.000,0.000,25.000,75.000,75.000,0.000,75.000,0.000,25.0,100.0
2061,2026-2027,20.000,0.000,20.000,60.000,60.000,0.000,60.000,0.000,25.0,100.0
2062,2026-2027,25.000,0.000,25.000,75.000,75.000,0.000,75.000,0.000,25.0,100.0
2063,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
2064,2026-2027,37.500,0.000,37.500,112.500,112.500,0.000,112.500,0.000,25.0,100.0
2065,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2066,2026-2027,30.000,0.000,30.000,30.000,30.000,0.000,30.000,0.000,50.0,100.0
2067,2026-2027,30.000,0.000,30.000,30.000,30.000,0.000,30.000,0.000,50.0,100.0
2068,2026-2027,40.000,0.000,40.000,40.000,40.000,0.000,40.000,0.000,50.0,100.0
2069,2026-2027,25.000,0.000,25.000,75.000,75.000,0.000,75.000,0.000,25.0,100.0
2070,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2071,2026-2027,25.000,0.000,25.000,75.000,75.000,0.000,75.000,0.000,25.0,100.0
2072,2026-2027,22.500,0.000,22.500,67.500,67.500,0.000,67.500,0.000,25.0,100.0
2073,2026-2027,25.000,0.000,25.000,75.000,75.000,0.000,75.000,0.000,25.0,100.0
2074,2026-2027,24.598,0.000,24.598,73.791,73.791,0.000,73.791,0.000,25.0,100.0
2075,2026-2027,24.659,0.000,24.659,73.977,73.977,0.000,73.977,0.000,25.0,100.0
2076,2026-2027,87.730,0.000,87.730,87.270,87.270,0.000,87.270,0.000,50.1,100.0
2077,2026-2027,65.000,0.000,65.000,65.000,65.000,0.000,65.000,0.000,50.0,100.0
2078,2026-2027,57.500,0.000,57.500,57.500,57.500,0.000,57.500,0.000,50.0,100.0
2079,2026-2027,37.500,0.000,37.500,37.500,37.500,0.000,37.500,0.000,50.0,100.0
2080,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2081,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2082,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2083,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2084,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2085,2026-2027,27.500,0.000,27.500,27.500,27.500,0.000,27.500,0.000,50.0,100.0
2086,2026-2027,30.000,0.000,30.000,30.000,30.000,0.000,30.000,0.000,50.0,100.0
2087,2026-2027,27.500,0.000,27.500,27.500,27.500,0.000,27.500,0.000,50.0,100.0
2088,2026-2027,13.750,0.000,13.750,41.250,41.250,0.000,41.250,0.000,25.0,100.0
2089,2026-2027,119.938,0.000,119.938,359.814,359.814,0.000,359.814,0.000,25.0,100.0
2090,2026-2027,249.780,0.000,249.780,249.783,249.783,0.000,249.783,0.000,50.0,100.0
2091,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2092,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2093,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2094,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2095,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2096,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2097,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2098,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2099,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2100,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2101,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
2102,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
2103,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2104,2026-2027,75.000,0.000,75.000,75.000,75.000,0.000,75.000,0.000,50.0,100.0
2105,2026-2027,30.000,0.000,30.000,90.000,90.000,0.000,90.000,0.000,25.0,100.0
2106,2026-2027,12.500,0.000,12.500,87.500,87.500,0.000,87.500,0.000,12.5,100.0
2107,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2108,2026-2027,42.500,0.000,42.500,127.500,127.500,0.000,127.500,0.000,25.0,100.0
2109,2026-2027,85.000,0.000,85.000,85.000,85.000,0.000,85.000,0.000,50.0,100.0
2110,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
2111,2026-2027,100.000,0.000,100.000,100.000,100.000,0.000,100.000,0.000,50.0,100.0
2112,2026-2027,100.000,0.000,100.000,100.000,100.000,0.000,100.000,0.000,50.0,100.0
2113,2026-2027,62.121,0.000,62.121,186.365,186.365,0.000,186.365,0.000,25.0,100.0
2114,2026-2027,62.113,0.000,62.113,186.339,186.339,0.000,186.339,0.000,25.0,100.0
2115,2026-2027,17.500,0.000,17.500,52.500,52.500,0.000,52.500,0.000,25.0,100.0
2116,2026-2027,12.500,0.000,12.500,37.500,37.500,0.000,37.500,0.000,25.0,100.0
2117,2026-2027,70.000,0.000,70.000,70.000,70.000,0.000,70.000,0.000,50.0,100.0
2118,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
2119,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
2120,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
2121,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
2122,2026-2027,24.998,0.000,24.998,74.994,74.994,0.000,74.994,0.000,25.0,100.0
2123,2026-2027,37.498,0.000,37.498,112.493,112.493,0.000,112.493,0.000,25.0,100.0
2124,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
2125,2026-2027,37.500,0.000,37.500,37.500,37.500,0.000,37.500,0.000,50.0,100.0
2126,2026-2027,37.500,0.000,37.500,37.500,37.500,0.000,37.500,0.000,50.0,100.0
2127,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2128,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2129,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2130,2026-2027,35.000,0.000,35.000,35.000,35.000,0.000,35.000,0.000,50.0,100.0
2131,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2132,2026-2027,40.000,0.000,40.000,40.000,40.000,0.000,40.000,0.000,50.0,100.0
2133,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2134,2026-2027,125.000,0.000,125.000,125.000,125.000,0.000,125.000,0.000,50.0,100.0
2135,2026-2027,37.265,0.000,37.265,37.735,37.735,0.000,37.735,0.000,49.7,100.0
2136,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2137,2026-2027,15.000,0.000,15.000,45.000,45.000,0.000,45.000,0.000,25.0,100.0
2138,2026-2027,13.250,0.000,13.250,39.750,39.750,0.000,39.750,0.000,25.0,100.0
2139,2026-2027,13.000,0.000,13.000,39.000,39.000,0.000,39.000,0.000,25.0,100.0
2140,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2141,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2142,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2143,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2144,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2145,2026-2027,25.000,0.000,25.000,25.000,25.000,0.000,25.000,0.000,50.0,100.0
2146,2026-2027,24.135,0.000,24.135,72.405,72.405,0.000,72.405,0.000,25.0,100.0
2147,2026-2027,37.375,0.000,37.375,112.126,112.126,0.000,112.126,0.000,25.0,100.0
2148,2026-2027,36.449,0.000,36.449,109.345,109.345,0.000,109.345,0.000,25.0,100.0
2149,2026-2027,23.914,0.000,23.914,71.741,71.741,0.000,71.741,0.000,25.0,100.0
2150,2026-2027,12.500,0.000,12.500,37.500,37.500,0.000,37.500,0.000,25.0,100.0
2151,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
2152,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
2153,2026-2027,50.000,0.000,50.000,50.000,50.000,0.000,50.000,0.000,50.0,100.0
2154,2026-2027,20.000,0.000,20.000,60.000,60.000,0.000,60.000,0.000,25.0,100.0
2155,2026-2027,25.000,0.000,25.000,75.000,75.000,0.000,75.000,0.000,25.0,100.0
2156,2026-2027,25.000,0.000,25.000,75.000,75.000,0.000,75.000,0.000,25.0,100.0
2157,2026-2027,20.000,0.000,20.000,60.000,60.000,0.000,60.000,0.000,25.0,100.0
2158,2026-2027,35.000,0.000,35.000,105.000,105.000,0.000,105.000,0.000,25.0,100.0
2159,2026-2027,24.315,0.000,24.315,72.945,72.945,0.000,72.945,0.000,25.0,100.0
2160,2026-2027,24.778,0.000,24.778,74.333,74.333,0.000,74.333,0.000,25.0,100.0
2161,2026-2027,24.808,0.000,24.808,74.422,74.422,0.000,74.422,0.000,25.0,100.0
2162,2026-2027,24.861,0.000,24.861,74.584,74.584,0.000,74.584,0.000,25.0,100.0
2163,2026-2027,24.868,0.000,24.868,74.603,74.603,0.000,74.603,0.000,25.0,100.0
2164,2026-2027,24.667,0.000,24.667,74.002,74.002,0.000,74.002,0.000,25.0,100.0
